,No,City,Place,Review,Rating,Name,Date,Raw_Review,Raw_Rating
2951,2952,Chidambaram,Thillai Kali Amman Temple,great temple apart faith people usual kali temple middle town near nataraja temple,5,Anonymous,,Nothing great about this temple apart from the faith people have in it. A usual Kali temple in the middle of the town near Nataraja temple.,gol
2952,2953,Chidambaram,Pitchavaram Backwater,excellent trip backwaters power boat management reasonably priced courteous friendly staff worth trip,5,Anonymous,,Excellent trip to backwaters in the power boat of the management....reasonably priced...very courteous and friendly staff...worth a trip,gol
2953,2954,Chidambaram,Thillai Nataraja Temple,place really good place chidambaram architecture art works really exquisite recommend visit early morning evening entry fees quality time inside stress,4,Anonymous,,This place is really good and is a must see place in chidambaram. The architecture and the art works are really exquisite. Recommend to visit early morning or evening. There is no entry fees. You can have some quality time inside from all the stress,bas
2954,2955,Chidambaram,Tirunallurpperumanam Temple,good old historical temple hindu temple people visit festival time available pond inside temple,4,Anonymous,,One of the good and old historical temple. Hindu temple. Most of the people visit in festival time. There available in pond inside the temple.,bas
2955,2956,Chikhaldara,Gugamal National Park,yesterday bank holiday started colleagues office day yesterday pm chikaldara hill station mt hours journey nagpur nh road dinner reached chikhaldahar,4,Anonymous,,"Yesterday being a bank holiday, I started off with my 12 colleagues from office day before yesterday around 6 PM for Chikaldara - a, Hill station at 1118 mt, 5 hours journey from Nagpur via NH-6. On the road we had dinner and reached Chikhaldahar...",bas
2956,2957,Chikhaldara,Bhimkund-Kichakdara,beautiful valley waterfall view october visited th beware monkeys carry food stuff hands cars locked,4,Anonymous,,"Beautiful valley and waterfall view in October when I visited 16-18th.but beware of monkeys,do not carry any food stuff in hands,keep cars locked.",bas
2957,2958,Chidambaram,Tirunelvayil Temple,shiva temple located sivapuri kms away chidambaram main temple annamalai university tirunelvaayil temple construced cholas temple houses shrines uchinathar nelvayil sculptured panel shiva parvati shrine,3,Anonymous,,"This Shiva Temple is located at Sivapuri - 4 kms away from Chidambaram main temple; after Annamalai University.  Tirunelvaayil temple was construced by Cholas.This temple houses two shrines, one to Uchinathar of Nelvayil with a sculptured panel of Shiva and Parvati behind, and a shrine...",dex
2958,2959,Chikhaldara,Gawaligad Fort,nice place visit fort spread veruy large area visit fort fort spread end hill scenic beauty,5,Anonymous,,It was a nice place to visit. The fort is spread on a veruy large area we could visit only the first part of the fort. But we could see that the fort was spread on the other end of the hill. Scenic beauty was...,gol
2959,2960,Chidambaram,Tiruvetkalam Temple,temple located inside annamalai university campus kms main natraja temple temple built pallava kings presiding deity shiva called paasupatheswarar temple opened evening place,3,Anonymous,,This temple is located inside the Annamalai university campus - around 3 kms from the main Natraja temple. This temple was built by Pallava kings. The presiding deity is Shiva and called Paasupatheswarar. The temple opened at 5:30 in the evening. This is the place...,dex
2960,2961,Chikhaldara,Mozari Point,mozari view point mozari mtdc resort offers great scenic view valley best time early morning sunlight visibility decreases brightness,5,Anonymous,,"Mozari view point is next to Mozari MTDC Resort. it offers a great scenic view of the valley next to it. Best time to go is early morning because with the sunlight, the visibility decreases due to too much of brightness.",gol
2961,2962,Chikhaldara,Panchbol Point,popular point visit shows panchbol means hear sound times says time means echos sound takes place times point coffee garden,4,Anonymous,,It is a popular point to visit.As the name shows Panchbol which means one can hear the sound five times if he says one time means echos of sound takes place five times.From this point we can see coffee garden at one side and other...,bas
2962,2963,Chikhaldara,Semadoh Lake,semadoh village located dense melghat tiger reserve dharni tahsil amravati semadoh situated banks sipna river dam constructed river known semadoh lake scenic beauty dam fine attracts visitors,5,Anonymous,,Semadoh is a village located in dense Melghat Tiger Reserve in Dharni Tahsil of Amravati. Semadoh is situated on the banks of Sipna River.A dam is constructed on this river known as Semadoh lake.The scenic beauty of the dam is very fine which attracts visitors...,gol
2963,2964,Chikhaldara,Wan Sanctuary,main attraction sanctuary sloth bear sambhar panther wild dogs wild boar innate resting ground wild animals sanctuary includes outer slopes satpura extension melghat tiger reserve rich biodiversity,5,Anonymous,,"The main attraction of the sanctuary is Sloth Bear, Sambhar, Panther ,Wild dogs and Wild Boar.It is an innate resting ground for the wild animals.The sanctuary includes outer slopes of Satpura.It is an extension of the Melghat tiger reserve.It has a rich biodiversity with all...",gol
2964,2965,Chikkaballapur,Avalabetta,viewpoint restricted fencing reach going viewpoint better plan lord vishnu temple best attraction avalabetta,5,Anonymous,,"The viewpoint is restricted by fencing, so you can't reach. If you are going only for that viewpoint better don't plan. There is a Lord Vishnu temple which the best attraction on Avalabetta.",gol
2965,2966,Chikka Madhure,Chikka Madhure Shani Mahatma Temple,lord shani mahathma temple annadaana mantapa great place visit blessed,5,Anonymous,,"This is the Lord shani mahathma temple, and annadaana mantapa also is there, great place to visit to take blessed.",gol
2966,2967,Chikkaballapur,Amaranarayana Temple,built years ago temple good maintenance car parking difficult,3,Anonymous,,Its built around 500 years ago.Temple is good but maintenance is not there.Car parking is difficult to get,dex
2967,2968,Chikkaballapur,Bhoga Nandishwara Temple,pleasure visiting temple magnificent good friend traditional hindu wedding ceremony wonderful experience temple grounds serene nice walking exploring barefoot,5,Anonymous,,"I had the pleasure of visiting this temple and it was magnificent!  My good friend was also having his traditional Hindu wedding ceremony here and it was such a wonderful experience!

The temple grounds are so serene and it was nice walking around exploring barefoot....",gol
2968,2969,Chikkaballapur,Bhimeshwara Temple,places nandhi hills visit temple feel peaceful feels good,4,Anonymous,,If you go around places around Nandhi hills then go here to visit the temple.We feel peaceful over here and it feels good to be here,bas
2969,2970,Chikkaballapur,Gudibande Fort,caught minds going tadiandamol hills gudibande weekend early september comparable considering rains leech threat chose disappointed karnataka small attractions known,2,Anonymous,,"I was caught between two minds- going to Tadiandamol hills or Gudibande over the weekend early September`17. Though not comparable, considering the rains and leech threat, I chose the latter. And I was not disappointed at all. Karnataka has many small attractions not known to...",fuk
2970,2971,Chikkaballapur,Kalavara Durga (Skandagiri),right nandi hills short easy trek years old son climbing pretty easy shades trail makes trek easy affair parking,5,Anonymous,,"It's right after Nandi Hills and is a very short and easy trek. I had my 8 years old son climbing up with me and made it pretty easy. There are shades on the trail which makes the trek an easy affair. 

There's a parking...",gol
